discipline_code,discipline_name,school_code,school_name,grade
0603,世界史,10558,中山大学,B-
0603,世界史,10718,陕西师范大学,B-
0603,世界史,10184,延边大学,C+
0603,世界史,10422,山东大学,C+
0603,世界史,10459,郑州大学,C+
0603,世界史,10559,暨南大学,C+
0603,世界史,10574,华南师范大学,C+
0603,世界史,10673,云南大学,C+
0603,世界史,10231,哈尔滨师范大学,C
0603,世界史,10332,苏州科技大学,C
0603,世界史,10345,浙江师范大学,C
0603,世界史,10445,山东师范大学,C
0603,世界史,10475,河南大学,C
0603,世界史,10094,河北师范大学,C-
0603,世界史,10140,辽宁大学,C-
0603,世界史,10447,聊城大学,C-
0603,世界史,10542,湖南师范大学,C-
0603,世界史,10602,广西师范大学,C-
0603,世界史,10635,西南大学,C-
0701,数学,10001,北京大学,A+
0701,数学,10246,复旦大学,A+
0701,数学,10422,山东大学,A+
0701,数学,10003,清华大学,A
0701,数学,10027,北京师范大学,A
0701,数学,10055,南开大学,A
0701,数学,10248,上海交通大学,A
0701,数学,10358,中国科学技术大学,A
0701,数学,10698,西安交通大学,A
0701,数学,10183,吉林大学,A-
0701,数学,10213,哈尔滨工业大学,A-
0701,数学,10247,同济大学,A-
0701,数学,10269,华东师范大学,A-
0701,数学,10284,南京大学,A-
0701,数学,10335,浙江大学,A-
0701,数学,10486,武汉大学,A-
0701,数学,10558,中山大学,A-
0701,数学,10610,四川大学,A-
0701,数学,10028,首都师范大学,B+
0701,数学,10141,大连理工大学,B+
0701,数学,10280,上海大学,B+
0701,数学,10285,苏州大学,B+
0701,数学,10319,南京师范大学,B+
0701,数学,10345,浙江师范大学,B+
0701,数学,10384,厦门大学,B+
0701,数学,10487,华中科技大学,B+
0701,数学,10511,华中师范大学,B+
0701,数学,10530,湘潭大学,B+
0701,数学,10532,湖南大学,B+
0701,数学,10533,中南大学,B+
0701,数学,10542,湖南师范大学,B+
0701,数学,10561,华南理工大学,B+
0701,数学,10574,华南师范大学,B+
0701,数学,10611,重庆大学,B+
0701,数学,10718,陕西师范大学,B+
0701,数学,10730,兰州大学,B+
0701,数学,90002,国防科技大学,B+
0701,数学,10002,中国人民大学,B
0701,数学,10005,北京工业大学,B
0701,数学,10094,河北师范大学,B
0701,数学,10270,上海师范大学,B
0701,数学,10290,中国矿业大学,B
0701,数学,10357,安徽大学,B
0701,数学,10386,福州大学,B
0701,数学,10394,福建师范大学,B
0701,数学,10459,郑州大学,B
0701,数学,10635,西南大学,B
0701,数学,10673,云南大学,B
0701,数学,10697,西北大学,B
0701,数学,10699,西北工业大学,B
0701,数学,10736,西北师范大学,B
0701,数学,10755,新疆大学,B
0701,数学,11078,广州大学,B
0701,数学,10004,北京交通大学,B-
0701,数学,10008,北京科技大学,B-
0701,数学,10108,山西大学,B-
0701,数学,10126,内蒙古大学,B-
0701,数学,10251,华东理工大学,B-
0701,数学,10287,南京航空航天大学,B-
0701,数学,10288,南京理工大学,B-
0701,数学,10300,南京信息工程大学,B-
0701,数学,10320,江苏师范大学,B-
0701,数学,10359,合肥工业大学,B-
0701,数学,10414,江西师范大学,B-
0701,数学,10445,山东师范大学,B-
0701,数学,10446,曲阜师范大学,B-
0701,数学,10512,湖北大学,B-
0701,数学,10636,四川师范大学,B-
0701,数学,10637,重庆师范大学,B-
0701,数学,10657,贵州大学,B-
0701,数学,11117,扬州大学,B-
0701,数学,11646,宁波大学,B-
0701,数学,10009,北方工业大学,C+
0701,数学,10145,东北大学,C+
0701,数学,10165,辽宁师范大学,C+
0701,数学,10255,东华大学,C+
0701,数学,10299,江苏大学,C+
0701,数学,10338,浙江理工大学,C+
0701,数学,10346,杭州师范大学,C+
0701,数学,10351,温州大学,C+
0701,数学,10403,南昌大学,C+
0701,数学,10423,中国海洋大学,C+
0701,数学,10475,河南大学,C+
0701,数学,10476,河南师范大学,C+
0701,数学,10559,暨南大学,C+
0701,数学,10560,汕头大学,C+
0701,数学,10593,广西大学,C+
0701,数学,10663,贵州师范大学,C+
0701,数学,10749,宁夏大学,C+
0701,数学,11414,中国石油大学,C+
0701,数学,10019,中国农业大学,C
0701,数学,10079,华北电力大学,C
0701,数学,10081,华北理工大学,C
0701,数学,10110,中北大学,C
0701,数学,10203,吉林师范大学,C
0701,数学,10214,哈尔滨理工大学,C
0701,数学,10231,哈尔滨师范大学,C
0701,数学,10252,上海理工大学,C
0701,数学,10337,浙江工业大学,C
0701,数学,10370,安徽师范大学,C
0701,数学,10491,中国地质大学,C
0701,数学,10536,长沙理工大学,C
0701,数学,10595,桂林电子科技大学,C
0701,数学,10613,西南交通大学,C
0701,数学,10616,成都理工大学,C
0701,数学,10681,云南师范大学,C
0701,数学,11066,烟台大学,C
0701,数学,90006,解放军理工大学,C
0701,数学,10010,北京化工大学,C-
0701,数学,10059,中国民航大学,C-
0701,数学,10065,天津师范大学,C-
0701,数学,10075,河北大学,C-
0701,数学,10078,华北水利水电大学,C-
0701,数学,10118,山西师范大学,C-
0701,数学,10140,辽宁大学,C-
0701,数学,10166,沈阳师范大学,C-
0701,数学,10167,渤海大学,C-
0701,数学,10212,黑龙江大学,C-
0701,数学,10294,河海大学,C-
0701,数学,10390,集美大学,C-
0701,数学,10460,河南理工大学,C-
0701,数学,10477,信阳师范学院,C-
0701,数学,10513,湖北师范大学,C-
0701,数学,10608,广西民族大学,C-
0701,数学,10615,西南石油大学,C-
0701,数学,10638,西华师范大学,C-
0701,数学,10674,昆明理工大学,C-
0701,数学,11065,青岛大学,C-
0701,数学,10200,东北师范大学,B+
0702,物理学,10001,北京大学,A+
0702,物理学,10358,中国科学技术大学,A+
0702,物理学,10003,清华大学,A
0702,物理学,10246,复旦大学,A
0702,物理学,10248,上海交通大学,A
0702,物理学,10284,南京大学,A
0702,物理学,10055,南开大学,A-
0702,物理学,10183,吉林大学,A-
0702,物理学,10335,浙江大学,A-
0702,物理学,10486,武汉大学,A-
0702,物理学,10487,华中科技大学,A-
0702,物理学,10558,中山大学,A-
0702,物理学,10027,北京师范大学,B+
0702,物理学,10108,山西大学,B+
0702,物理学,10213,哈尔滨工业大学,B+
0702,物理学,10247,同济大学,B+
0702,物理学,10269,华东师范大学,B+
0702,物理学,10384,厦门大学,B+
0702,物理学,10422,山东大学,B+
0702,物理学,10511,华中师范大学,B+
0702,物理学,10574,华南师范大学,B+
0702,物理学,10698,西安交通大学,B+
0702,物理学,10730,兰州大学,B+
0702,物理学,90002,国防科技大学,B+
0702,物理学,10002,中国人民大学,B
0702,物理学,10141,大连理工大学,B
0702,物理学,10280,上海大学,B
0702,物理学,10285,苏州大学,B
0702,物理学,10476,河南师范大学,B
0702,物理学,10532,湖南大学,B
0702,物理学,10533,中南大学,B
0702,物理学,10542,湖南师范大学,B
0702,物理学,10610,四川大学,B
0702,物理学,10611,重庆大学,B
0702,物理学,10697,西北大学,B
0702,物理学,10699,西北工业大学,B
0702,物理学,10718,陕西师范大学,B
0702,物理学,10005,北京工业大学,B-
0702,物理学,10008,北京科技大学,B-
0702,物理学,10094,河北师范大学,B-
0702,物理学,10126,内蒙古大学,B-
0702,物理学,10145,东北大学,B-
0702,物理学,10186,长春理工大学,B-
0702,物理学,10319,南京师范大学,B-
0702,物理学,10394,福建师范大学,B-
0702,物理学,10445,山东师范大学,B-
0702,物理学,10459,郑州大学,B-
0702,物理学,10530,湘潭大学,B-
0702,物理学,10736,西北师范大学,B-
0702,物理学,10004,北京交通大学,C+
0702,物理学,10165,辽宁师范大学,C+
0702,物理学,10270,上海师范大学,C+
0702,物理学,10287,南京航空航天大学,C+
0702,物理学,10337,浙江工业大学,C+
0702,物理学,10345,浙江师范大学,C+
0702,物理学,10403,南昌大学,C+
0702,物理学,10446,曲阜师范大学,C+
0702,物理学,10475,河南大学,C+
0702,物理学,10561,华南理工大学,C+
0702,物理学,10613,西南交通大学,C+
0702,物理学,10673,云南大学,C+
0702,物理学,11065,青岛大学,C+
0702,物理学,10010,北京化工大学,C
0702,物理学,10065,天津师范大学,C
0702,物理学,10140,辽宁大学,C
0702,物理学,10203,吉林师范大学,C
0702,物理学,10251,华东理工大学,C
0702,物理学,10346,杭州师范大学,C
0702,物理学,10370,安徽师范大学,C
0702,物理学,10414,江西师范大学,C
0702,物理学,10593,广西大学,C
0702,物理学,10602,广西师范大学,C
0702,物理学,10635,西南大学,C
0702,物理学,10636,四川师范大学,C
0702,物理学,11646,宁波大学,C
0702,物理学,10079,华北电力大学,C-
0702,物理学,10231,哈尔滨师范大学,C-
0702,物理学,10252,上海理工大学,C-
0702,物理学,10255,东华大学,C-
0702,物理学,10288,南京理工大学,C-
0702,物理学,10290,中国矿业大学,C-
0702,物理学,10357,安徽大学,C-
0702,物理学,10423,中国海洋大学,C-
0702,物理学,10427,济南大学,C-
0702,物理学,10491,中国地质大学,C-
0702,物理学,10512,湖北大学,C-
0702,物理学,10657,贵州大学,C-
0702,物理学,11414,中国石油大学,C-
0702,物理学,10200,东北师范大学,B+
0703,化学,10001,北京大学,A+
0703,化学,10003,清华大学,A+
0703,化学,10358,中国科学技术大学,A+
0703,化学,10055,南开大学,A
0703,化学,10183,吉林大学,A
0703,化学,10246,复旦大学,A
0703,化学,10384,厦门大学,A
0703,化学,10248,上海交通大学,A-
0703,化学,10284,南京大学,A-
0703,化学,10335,浙江大学,A-
0703,化学,10386,福州大学,A-
0703,化学,10486,武汉大学,A-
0703,化学,10532,湖南大学,A-
0703,化学,10558,中山大学,A-
0703,化学,10610,四川大学,A-
0703,化学,10010,北京化工大学,B+
0703,化学,10027,北京师范大学,B+
0703,化学,10247,同济大学,B+
0703,化学,10251,华东理工大学,B+
0703,化学,10269,华东师范大学,B+
0703,化学,10285,苏州大学,B+
0703,化学,10422,山东大学,B+
0703,化学,10459,郑州大学,B+
0703,化学,10487,华中科技大学,B+
0703,化学,10511,华中师范大学,B+
0703,化学,10635,西南大学,B+
0703,化学,10697,西北大学,B+
0703,化学,10718,陕西师范大学,B+
0703,化学,10730,兰州大学,B+
0703,化学,10008,北京科技大学,B
0703,化学,10108,山西大学,B
0703,化学,10141,大连理工大学,B
0703,化学,10145,东北大学,B
0703,化学,10319,南京师范大学,B
0703,化学,10370,安徽师范大学,B
0703,化学,10426,青岛科技大学,B
0703,化学,10445,山东师范大学,B
0703,化学,10476,河南师范大学,B
0703,化学,10533,中南大学,B
0703,化学,10542,湖南师范大学,B
0703,化学,10561,华南理工大学,B
0703,化学,10574,华南师范大学,B
0703,化学,10673,云南大学,B
0703,化学,11117,扬州大学,B
0703,化学,10075,河北大学,B-
0703,化学,10118,山西师范大学,B-
0703,化学,10126,内蒙古大学,B-
0703,化学,10212,黑龙江大学,B-
0703,化学,10255,东华大学,B-
0703,化学,10270,上海师范大学,B-
0703,化学,10357,安徽大学,B-
0703,化学,10403,南昌大学,B-
0703,化学,10414,江西师范大学,B-
0703,化学,10475,河南大学,B-
0703,化学,10530,湘潭大学,B-
0703,化学,10602,广西师范大学,B-
0703,化学,10699,西北工业大学,B-
0703,化学,10736,西北师范大学,B-
0703,化学,10755,新疆大学,B-
0703,化学,11414,中国石油大学,B-
0703,化学,10002,中国人民大学,C+
0703,化学,10019,中国农业大学,C+
0703,化学,10028,首都师范大学,C+
0703,化学,10140,辽宁大学,C+
0703,化学,10165,辽宁师范大学,C+
0703,化学,10213,哈尔滨工业大学,C+
0703,化学,10280,上海大学,C+
0703,化学,10345,浙江师范大学,C+
0703,化学,10346,杭州师范大学,C+
0703,化学,10351,温州大学,C+
0703,化学,10394,福建师范大学,C+
0703,化学,10524,中南民族大学,C+
0703,化学,10559,暨南大学,C+
0703,化学,10698,西安交通大学,C+
0703,化学,11658,海南师范大学,C+
0703,化学,10065,天津师范大学,C
0703,化学,10094,河北师范大学,C
0703,化学,10184,延边大学,C
0703,化学,10287,南京航空航天大学,C
0703,化学,10291,南京工业大学,C
0703,化学,10299,江苏大学,C
0703,化学,10338,浙江理工大学,C
0703,化学,10373,淮北师范大学,C
0703,化学,10423,中国海洋大学,C
0703,化学,10427,济南大学,C
0703,化学,10446,曲阜师范大学,C
0703,化学,10491,中国地质大学,C
0703,化学,10512,湖北大学,C
0703,化学,10534,湖南科技大学,C
0703,化学,10560,汕头大学,C
0703,化学,10611,重庆大学,C
0703,化学,10186,长春理工大学,C-
0703,化学,10203,吉林师范大学,C-
0703,化学,10231,哈尔滨师范大学,C-
0703,化学,10288,南京理工大学,C-
0703,化学,10290,中国矿业大学,C-
0703,化学,10320,江苏师范大学,C-
0703,化学,10385,华侨大学,C-
0703,化学,10490,武汉工程大学,C-
0703,化学,10513,湖北师范大学,C-
0703,化学,10657,贵州大学,C-
0703,化学,10691,云南民族大学,C-
0703,化学,11258,大连大学,C-
0703,化学,11646,宁波大学,C-
0703,化学,10200,东北师范大学,B+
0704,天文学,10284,南京大学,A+
0704,天文学,10358,中国科学技术大学,A+
0704,天文学,10001,北京大学,B-
0704,天文学,10248,上海交通大学,C+
0704,天文学,10027,北京师范大学,C-
0705,地理学,10001,北京大学,A+
0705,地理学,10027,北京师范大学,A+
0705,地理学,10269,华东师范大学,A
0705,地理学,10284,南京大学,A-
0705,地理学,10319,南京师范大学,A-
0705,地理学,10486,武汉大学,A-
0705,地理学,10028,首都师范大学,B+
0705,地理学,10394,福建师范大学,B+
0705,地理学,10475,河南大学,B+
0705,地理学,10558,中山大学,B+
0705,地理学,10681,云南师范大学,B+
0705,地理学,10730,兰州大学,B+
0705,地理学,10511,华中师范大学,B
0705,地理学,10542,湖南师范大学,B
0705,地理学,10574,华南师范大学,B
0705,地理学,10697,西北大学,B
0705,地理学,10718,陕西师范大学,B
0705,地理学,10165,辽宁师范大学,B-
0705,地理学,10231,哈尔滨师范大学,B-
0705,地理学,10445,山东师范大学,B-
0705,地理学,10635,西南大学,B-
0705,地理学,10663,贵州师范大学,B-
0705,地理学,10736,西北师范大学,B-
0705,地理学,10094,河北师范大学,C+
0705,地理学,10345,浙江师范大学,C+
0705,地理学,10370,安徽师范大学,C+
0705,地理学,10423,中国海洋大学,C+
0705,地理学,10746,青海师范大学,C+
0705,地理学,10755,新疆大学,C+
0705,地理学,10065,天津师范大学,C
0705,地理学,10294,河海大学,C
0705,地理学,10320,江苏师范大学,C
0705,地理学,10414,江西师范大学,C
0705,地理学,10491,中国地质大学,C
0705,地理学,10512,湖北大学,C
0705,地理学,10135,内蒙古师范大学,C-
0705,地理学,10270,上海师范大学,C-
0705,地理学,10300,南京信息工程大学,C-
0705,地理学,10636,四川师范大学,C-
0705,地理学,10637,重庆师范大学,C-
0705,地理学,10673,云南大学,C-
0705,地理学,11078,广州大学,C-
0705,地理学,10200,东北师范大学,B+
0706,大气科学,10001,北京大学,A+
0706,大气科学,10300,南京信息工程大学,A+
0706,大气科学,10284,南京大学,B
0706,大气科学,90006,解放军理工大学,B
0706,大气科学,10730,兰州大学,B-
0706,大气科学,10003,清华大学,C+
0706,大气科学,10423,中国海洋大学,C+
0706,大气科学,10558,中山大学,C
0706,大气科学,10358,中国科学技术大学,C-
0707,海洋科学,10384,厦门大学,A+
0707,海洋科学,10423,中国海洋大学,A+
0707,海洋科学,10247,同济大学,B+
0707,海洋科学,10558,中山大学,B+
0707,海洋科学,10340,浙江海洋大学,B
0707,海洋科学,10491,中国地质大学,B
0707,海洋科学,10264,上海海洋大学,B-
0707,海洋科学,10335,浙江大学,B-
0707,海洋科学,10284,南京大学,C+
0707,海洋科学,10294,河海大学,C+
0707,海洋科学,10566,广东海洋大学,C+
0707,海洋科学,10158,大连海洋大学,C
0707,海洋科学,10213,哈尔滨工业大学,C
0707,海洋科学,10269,华东师范大学,C-
0707,海洋科学,90006,解放军理工大学,C-
0708,地球物理学,10358,中国科学技术大学,A+
0708,地球物理学,10486,武汉大学,A+
0708,地球物理学,10001,北京大学,B
0708,地球物理学,10491,中国地质大学,B-
0708,地球物理学,11414,中国石油大学,B-
0708,地球物理学,10247,同济大学,C+
0708,地球物理学,10183,吉林大学,C
0708,地球物理学,10489,长江大学,C-
0708,地球物理学,10616,成都理工大学,C-
0709,地质学,10284,南京大学,A+
0709,地质学,10491,中国地质大学,A+
0709,地质学,10001,北京大学,B+
0709,地质学,10697,西北大学,B+
0709,地质学,10183,吉林大学,B
0709,地质学,10358,中国科学技术大学,B
0709,地质学,10616,成都理工大学,B-
0709,地质学,11414,中国石油大学,B-
0709,地质学,10290,中国矿业大学,C+
0709,地质学,10335,浙江大学,C+
0709,地质学,10359,合肥工业大学,C+
0709,地质学,10533,中南大学,C
0709,地质学,10558,中山大学,C
0709,地质学,10423,中国海洋大学,C-
0709,地质学,10730,兰州大学,C-
0710,生物学,10200,东北师范大学,A-
0710,生物学,10001,北京大学,A+
0710,生物学,10003,清华大学,A+
0710,生物学,10248,上海交通大学,A+
0710,生物学,10019,中国农业大学,A
0710,生物学,10284,南京大学,A
0710,生物学,10358,中国科学技术大学,A
0710,生物学,10486,武汉大学,A
0710,生物学,10504,华中农业大学,A
0710,生物学,10055,南开大学,A-
0710,生物学,10246,复旦大学,A-
0710,生物学,10335,浙江大学,A-
0710,生物学,10384,厦门大学,A-
0710,生物学,10487,华中科技大学,A-
0710,生物学,10558,中山大学,A-
0710,生物学,10610,四川大学,A-
0710,生物学,10025,首都医科大学,B+
0710,生物学,10027,北京师范大学,B+
0710,生物学,10028,首都师范大学,B+
0710,生物学,10183,吉林大学,B+
0710,生物学,10247,同济大学,B+
0710,生物学,10269,华东师范大学,B+
0710,生物学,10319,南京师范大学,B+
0710,生物学,10422,山东大学,B+
0710,生物学,10423,中国海洋大学,B+
0710,生物学,10533,中南大学,B+
0710,生物学,10559,暨南大学,B+
0710,生物学,10673,云南大学,B+
0710,生物学,10712,西北农林科技大学,B+
0710,生物学,10718,陕西师范大学,B+
0710,生物学,10730,兰州大学,B+
0710,生物学,90032,第四军医大学,B+
0710,生物学,10022,北京林业大学,B
0710,生物学,10126,内蒙古大学,B
0710,生物学,10159,中国医科大学,B
0710,生物学,10161,大连医科大学,B
0710,生物学,10225,东北林业大学,B
0710,生物学,10226,哈尔滨医科大学,B
0710,生物学,10364,安徽农业大学,B
0710,生物学,10389,福建农林大学,B
0710,生物学,10475,河南大学,B
0710,生物学,10476,河南师范大学,B
0710,生物学,10511,华中师范大学,B
0710,生物学,10512,湖北大学,B
0710,生物学,10537,湖南农业大学,B
0710,生物学,10542,湖南师范大学,B
0710,生物学,10635,西南大学,B
0710,生物学,10697,西北大学,B
0710,生物学,10075,河北大学,B-
0710,生物学,10086,河北农业大学,B-
0710,生物学,10094,河北师范大学,B-
0710,生物学,10108,山西大学,B-
0710,生物学,10114,山西医科大学,B-
0710,生物学,10264,上海海洋大学,B-
0710,生物学,10346,杭州师范大学,B-
0710,生物学,10394,福建师范大学,B-
0710,生物学,10403,南昌大学,B-
0710,生物学,10445,山东师范大学,B-
0710,生物学,10561,华南理工大学,B-
0710,生物学,10574,华南师范大学,B-
0710,生物学,10593,广西大学,B-
0710,生物学,10626,四川农业大学,B-
0710,生物学,10657,贵州大学,B-
0710,生物学,10698,西安交通大学,B-
0710,生物学,10089,河北医科大学,C+
0710,生物学,10141,大连理工大学,C+
0710,生物学,10165,辽宁师范大学,C+
0710,生物学,10193,吉林农业大学,C+
0710,生物学,10251,华东理工大学,C+
0710,生物学,10270,上海师范大学,C+
0710,生物学,10343,温州医科大学,C+
0710,生物学,10345,浙江师范大学,C+
0710,生物学,10370,安徽师范大学,C+
0710,生物学,10532,湖南大学,C+
0710,生物学,10538,中南林业科技大学,C+
0710,生物学,10560,汕头大学,C+
0710,生物学,10611,重庆大学,C+
0710,生物学,10755,新疆大学,C+
0710,生物学,11065,青岛大学,C+
0710,生物学,11117,扬州大学,C+
0710,生物学,10065,天津师范大学,C
0710,生物学,10145,东北大学,C
0710,生物学,10184,延边大学,C
0710,生物学,10212,黑龙江大学,C
0710,生物学,10213,哈尔滨工业大学,C
0710,生物学,10231,哈尔滨师范大学,C
0710,生物学,10280,上海大学,C
0710,生物学,10285,苏州大学,C
0710,生物学,10320,江苏师范大学,C
0710,生物学,10338,浙江理工大学,C
0710,生物学,10341,浙江农林大学,C
0710,生物学,10356,中国计量大学,C
0710,生物学,10357,安徽大学,C
0710,生物学,10459,郑州大学,C
0710,生物学,10466,河南农业大学,C
0710,生物学,10674,昆明理工大学,C
0710,生物学,10005,北京工业大学,C-
0710,生物学,10140,辽宁大学,C-
0710,生物学,10160,锦州医科大学,C-
0710,生物学,10166,沈阳师范大学,C-
0710,生物学,10289,江苏科技大学,C-
0710,生物学,10299,江苏大学,C-
0710,生物学,10359,合肥工业大学,C-
0710,生物学,10366,安徽医科大学,C-
0710,生物学,10386,福州大学,C-
0710,生物学,10524,中南民族大学,C-
0710,生物学,10619,西南科技大学,C-
0710,生物学,10637,重庆师范大学,C-
0710,生物学,10681,云南师范大学,C-
0710,生物学,10699,西北工业大学,C-
0710,生物学,10749,宁夏大学,C-
0710,生物学,11075,三峡大学,C-
0711,系统科学,10004,北京交通大学,A+
0711,系统科学,90002,国防科技大学,A+
0711,系统科学,10252,上海理工大学,B
0711,系统科学,10027,北京师范大学,B-
0711,系统科学,10673,云南大学,C+
0711,系统科学,11065,青岛大学,C+
0711,系统科学,10610,四川大学,C
0711,系统科学,10637,重庆师范大学,C-
0712,科学技术史,10008,北京科技大学,A+
0712,科学技术史,10358,中国科学技术大学,A+
0712,科学技术史,10135,内蒙古师范大学,B+
0712,科学技术史,10248,上海交通大学,B+
0712,科学技术史,10001,北京大学,B
0712,科学技术史,10697,西北大学,B
0712,科学技术史,10108,山西大学,B-
0712,科学技术史,10300,南京信息工程大学,B-
0712,科学技术史,10003,清华大学,C+
0712,科学技术史,10608,广西民族大学,C+
0712,科学技术史,10213,哈尔滨工业大学,C
0712,科学技术史,10255,东华大学,C
0712,科学技术史,10028,首都师范大学,C-
0712,科学技术史,10676,云南农业大学,C-
0713,生态学,10200,东北师范大学,A
0713,生态学,10335,浙江大学,A+
0713,生态学,10558,中山大学,A+
0713,生态学,10001,北京大学,A
0713,生态学,10730,兰州大学,A
0713,生态学,10027,北京师范大学,A-
0713,生态学,10246,复旦大学,A-
0713,生态学,10269,华东师范大学,A-
0713,生态学,10284,南京大学,A-
0713,生态学,10673,云南大学,A-
0713,生态学,10003,清华大学,B+
0713,生态学,10019,中国农业大学,B+
0713,生态学,10055,南开大学,B+
0713,生态学,10248,上海交通大学,B+
0713,生态学,10358,中国科学技术大学,B+
0713,生态学,10384,厦门大学,B+
0713,生态学,10389,福建农林大学,B+
0713,生态学,10486,武汉大学,B+
0713,生态学,10610,四川大学,B+
0713,生态学,10712,西北农林科技大学,B+
0713,生态学,10022,北京林业大学,B
0713,生态学,10028,首都师范大学,B
0713,生态学,10094,河北师范大学,B
0713,生态学,10126,内蒙古大学,B
0713,生态学,10225,东北林业大学,B
0713,生态学,10357,安徽大学,B
0713,生态学,10423,中国海洋大学,B
0713,生态学,10538,中南林业科技大学,B
0713,生态学,10611,重庆大学,B
0713,生态学,10697,西北大学,B
0713,生态学,10108,山西大学,B-
0713,生态学,10364,安徽农业大学,B-
0713,生态学,10370,安徽师范大学,B-
0713,生态学,10394,福建师范大学,B-
0713,生态学,10422,山东大学,B-
0713,生态学,10537,湖南农业大学,B-
0713,生态学,10542,湖南师范大学,B-
0713,生态学,10559,暨南大学,B-
0713,生态学,10574,华南师范大学,B-
0713,生态学,10593,广西大学,B-
0713,生态学,10052,中央民族大学,C+
0713,生态学,10319,南京师范大学,C+
0713,生态学,10341,浙江农林大学,C+
0713,生态学,10346,杭州师范大学,C+
0713,生态学,10504,华中农业大学,C+
0713,生态学,10635,西南大学,C+
0713,生态学,10638,西华师范大学,C+
0713,生态学,10718,陕西师范大学,C+
0713,生态学,10755,新疆大学,C+
0713,生态学,11658,海南师范大学,C+
0713,生态学,10002,中国人民大学,C
0713,生态学,10075,河北大学,C
0713,生态学,10140,辽宁大学,C
0713,生态学,10166,沈阳师范大学,C
0713,生态学,10300,南京信息工程大学,C
0713,生态学,10403,南昌大学,C
0713,生态学,10475,河南大学,C
0713,生态学,10512,湖北大学,C
0713,生态学,10657,贵州大学,C
0713,生态学,10677,西南林业大学,C
0713,生态学,10086,河北农业大学,C-
0713,生态学,10165,辽宁师范大学,C-
0713,生态学,10193,吉林农业大学,C-
0713,生态学,10212,黑龙江大学,C-
0713,生态学,10345,浙江师范大学,C-
0713,生态学,10511,华中师范大学,C-
0713,生态学,10531,吉首大学,C-
0713,生态学,10663,贵州师范大学,C-
0713,生态学,10749,宁夏大学,C-
0713,生态学,11075,三峡大学,C-
0714,统计学,10200,东北师范大学,A
0714,统计学,10001,北京大学,A+
0714,统计学,10002,中国人民大学,A+
0714,统计学,10055,南开大学,A
0714,统计学,10269,华东师范大学,A
0714,统计学,10384,厦门大学,A
0714,统计学,10027,北京师范大学,A-
0714,统计学,10173,东北财经大学,A-
0714,统计学,10272,上海财经大学,A-
0714,统计学,10353,浙江工商大学,A-
0714,统计学,10358,中国科学技术大学,A-
0714,统计学,10421,江西财经大学,A-
0714,统计学,10003,清华大学,B+
0714,统计学,10004,北京交通大学,B+
0714,统计学,10005,北京工业大学,B+
0714,统计学,10028,首都师范大学,B+
0714,统计学,10034,中央财经大学,B+
0714,统计学,10036,对外经济贸易大学,B+
0714,统计学,10038,首都经济贸易大学,B+
0714,统计学,10183,吉林大学,B+
0714,统计学,10246,复旦大学,B+
0714,统计学,10422,山东大学,B+
0714,统计学,10520,中南财经政法大学,B+
0714,统计学,10533,中南大学,B+
0714,统计学,10125,山西财经大学,B
0714,统计学,10213,哈尔滨工业大学,B
0714,统计学,10248,上海交通大学,B
0714,统计学,10357,安徽大学,B
0714,统计学,10486,武汉大学,B
0714,统计学,10487,华中科技大学,B
0714,统计学,10511,华中师范大学,B
0714,统计学,10532,湖南大学,B
0714,统计学,10558,中山大学,B
0714,统计学,10673,云南大学,B
0714,统计学,10689,云南财经大学,B
0714,统计学,10698,西安交通大学,B
0714,统计学,10140,辽宁大学,B-
0714,统计学,10284,南京大学,B-
0714,统计学,10285,苏州大学,B-
0714,统计学,10319,南京师范大学,B-
0714,统计学,10320,江苏师范大学,B-
0714,统计学,10378,安徽财经大学,B-
0714,统计学,10446,曲阜师范大学,B-
0714,统计学,10559,暨南大学,B-
0714,统计学,10610,四川大学,B-
0714,统计学,10611,重庆大学,B-
0714,统计学,10635,西南大学,B-
0714,统计学,11078,广州大学,B-
0714,统计学,10207,吉林财经大学,C+
0714,统计学,10327,南京财经大学,C+
0714,统计学,10394,福建师范大学,C+
0714,统计学,10456,山东财经大学,C+
0714,统计学,10475,河南大学,C+
0714,统计学,10530,湘潭大学,C+
0714,统计学,10542,湖南师范大学,C+
0714,统计学,10697,西北大学,C+
0714,统计学,10741,兰州财经大学,C+
0714,统计学,11482,浙江财经大学,C+
0714,统计学,11560,西安财经学院,C+
0714,统计学,11799,重庆工商大学,C+
0714,统计学,10052,中央民族大学,C
0714,统计学,10075,河北大学,C
0714,统计学,10190,长春工业大学,C
0714,统计学,10280,上海大学,C
0714,统计学,10290,中国矿业大学,C
0714,统计学,10459,郑州大学,C
0714,统计学,10476,河南师范大学,C
0714,统计学,10596,桂林理工大学,C
0714,统计学,10613,西南交通大学,C
0714,统计学,10621,成都信息工程大学,C
0714,统计学,10766,新疆财经大学,C
0714,统计学,11832,河北经贸大学,C
0714,统计学,10008,北京科技大学,C-
0714,统计学,10009,北方工业大学,C-
0714,统计学,10022,北京林业大学,C-
0714,统计学,10139,内蒙古财经大学,C-
0714,统计学,10299,江苏大学,C-
0714,统计学,10370,安徽师范大学,C-
0714,统计学,10389,福建农林大学,C-
0714,统计学,10491,中国地质大学,C-
0714,统计学,10536,长沙理工大学,C-
0714,统计学,10592,广东财经大学,C-
0714,统计学,10593,广西大学,C-
